ENERGY STAR Unique ID,Brand Name,Model Number,Commercial Versus Residential,Indoor and Outdoor,Technology,Fixture Type,Total Light Output (lumens),Total Input Power (Watts),Energy Efficiency - Measured at the Source (lumens/Watt),Energy Efficiency - Measured Outside the Fixture (lumens/Watt),Appearance/Correlated Color Temperature (K),Color Quality (CRI),Light Source Life (hrs),Light Sources Per Fixture,Special Features,Date Available On Market,Date Certified,Markets
2198304,EnviroLite,EVL6730AWH50,Commercial,Indoor,LED,Downlight Solid State Retrofit,800,11,N/A,78,5000,80,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2198303,EnviroLite,EVL6730AWH40,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,750,11,N/A,69,4000,80,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2198302,EnviroLite,EVL6730AWH35,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,730,11,N/A,69,3500,80,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2241161,EnviroLite,EVL6730AWH30,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,733,11,N/A,72,3000,91,50000,N/A,Continuous Dimming,09/01/2014,10/20/2014,United States and Canada
2237739,ETI,542602XX,Residential,Indoor,LED,N/A,1600,20,N/A,94.9,3500,88,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2237839,ETI,542602XX,Residential,Indoor,LED,N/A,1600,20,N/A,82,3000,86,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2237848,ETI,542602XX,Residential,Indoor,LED,N/A,1600,20,N/A,82,2700,86,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2237883,ETI,542602XX,Residential,Indoor,LED,N/A,1600,20,N/A,94.9,4000,88,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2198301,EnviroLite,EVL6730AWH27,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,670,11,N/A,66,2700,90,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2198300,EnviroLite,EVL6041WH50,Commercial,Indoor,LED,Downlight Solid State Retrofit,1070,16,N/A,75,5000,80,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2198299,EnviroLite,EVL6041WH40,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1000,16,N/A,68,4000,80,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2239422,Eran,CLL440-040W-40K-8-D-,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,3485,40,N/A,89,4000,N/A,50000,N/A,Continuous Dimming,12/10/2014,03/31/2015,United States and Canada
2239429,Eran,CLL440-040W-40K-8-XX,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,3461,40,N/A,94,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239430,Eran,CLL440-040W-40K-8-XX,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,3461,40,N/A,94,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239423,Eran,CLL440-040W-50K-8-D-,Commercial,Outdoor,LED,Inseparable SSL - Other,3485,40,N/A,89,5000,N/A,50000,N/A,Continuous Dimming,12/10/2014,03/31/2015,United States and Canada
2239424,Eran,CLL440-040W-50K-8-D-,Commercial,Outdoor,LED,Inseparable SSL - Other,3485,40,N/A,89,5000,N/A,50000,N/A,Continuous Dimming,12/10/2014,03/31/2015,United States and Canada
2239431,Eran,CLL440-040W-50K-8-XX,Commercial,Outdoor,LED,Inseparable SSL - Other,3461,40,N/A,94,5000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239432,Eran,CLL440-040W-50K-8-XX,Commercial,Outdoor,LED,Inseparable SSL - Other,3461,40,N/A,94,5000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2198298,EnviroLite,EVL6041WH35,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1000,16,N/A,69,3500,80,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2198297,EnviroLite,EVL6041WH30,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1000,16,N/A,64,3000,90,50000,N/A,Continuous Dimming,07/15/2014,12/11/2013,United States and Canada
2193224,EnviroLite,EVL5742AWH50,Commercial,Indoor,LED,Downlight Solid State Retrofit,1170,13,N/A,85,5000,83,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2193223,EnviroLite,EVL5742AWH40,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1133,14,N/A,79,4000,82,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2193222,EnviroLite,EVL5742AWH35,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1005,13,N/A,73,3500,83,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2193221,EnviroLite,EVL5742AWH30,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,850,13,N/A,61,3000,95,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2229638,EnviroLite,EVL6732DSX27,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,708,11.1,N/A,63.8,2700,90,50000,N/A,Continuous Dimming,06/01/2014,12/09/2014,United States and Canada
2229723,EnviroLite,EVL6732DBX50,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,710,11.1,N/A,64,5000,90,50000,N/A,Continuous Dimming,06/01/2014,12/22/2014,United States and Canada
2192093,Halo Commercial,PD618ED010-PDM6927-X,Residential and Commercial,Indoor,LED,Downlight Recessed,1259,27.7,N/A,45.5,2700,92,50000,1,Continuous Dimming- Type Non-IC Airtight,09/27/2013,09/27/2013,United States and Canada
2172724,Hampton Bay,HBF1337P-x,Residential,Indoor,Fluorescent,Ceiling Mount,2982,96,67.7,N/A,4000,84,10000,2,Non-Dimmable,05/17/2011,06/06/2012,United States
2193231,EnviroLite,EVL6742AWH40,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1148,14,N/A,78,4000,82,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2250150,Halo,SLD612935WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1024,14.2,N/A,72.3,3500,96,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2239439,Eran,VPL-14W-CP-40K-C,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,1113,14,N/A,83,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239451,Eran,VPL-14W-CP-40K-F,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,1068,14,N/A,79,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239441,Eran,VPL-14W-SP-40K-C,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,1113,14,N/A,83,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2242984,Halo,SLD612935WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1019,14.6,N/A,69.8,3500,96,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2250149,Halo,SLD612930WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1016,14.1,N/A,72.1,3000,95,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2242983,Halo,SLD612930WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1015,14.5,N/A,70.1,3000,95,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2250148,Halo,SLD612927WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,933,14.2,N/A,65.7,2700,94,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2242947,Halo,SLD612927WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,932,14.7,N/A,63.3,2700,94,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2250146,Halo,SLD612840WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1380,14.4,N/A,95.7,4000,83,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2242982,Halo,SLD612840WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1375,14.8,N/A,93,4000,83,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2250145,Halo,SLD612835WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1266,14.2,N/A,89.1,3500,83,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2242981,Halo,SLD612835WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1251,14.7,N/A,86,3500,83,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2250144,Halo,SLD612830WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1218,14.1,N/A,86.2,3000,82,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2242980,Halo,SLD612830WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1232,14.7,N/A,84.1,3000,82,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2193230,EnviroLite,EVL6742AWH35,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1014,13,N/A,75,3500,83,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2193229,EnviroLite,EVL6742AWH30,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,861,14,N/A,61,3000,95,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2250151,Halo,SLD612940WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1056,14.3,N/A,74.1,4000,95,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2239727,Commercial Electric,542641XX,Residential,Indoor,LED,N/A,4000,55,N/A,85.4,4000,82,50000,N/A,Non-Dimmable,04/21/2015,04/21/2015,United States and Canada
2244498,ED ETLIN-DANIELS,RTFR4-1014D,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,644,12.5,N/A,55,4000,90,36000,N/A,Continuous Dimming,08/30/2013,07/22/2015,United States
2250147,Halo,SLD612827WHUNVJB,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1162,14.3,N/A,81.2,2700,81,50000,1,Continuous Dimming,07/08/2015,10/13/2015,United States and Canada
2242946,Halo,SLD612827WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1156,14.8,N/A,78.4,2700,82,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2242985,Halo,SLD612940WH,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1058,14.8,N/A,71.6,4000,96,50000,1,Continuous Dimming,07/08/2015,07/08/2015,United States and Canada
2193228,EnviroLite,EVL6741AWH50,Commercial,Indoor,LED,Downlight Solid State Retrofit,1081,12,N/A,84,5000,83,60000,N/A,Continuous Dimming,08/01/2014,10/17/2013,United States and Canada
2170455,PORTFOLIO,CD6042E,Commercial,Indoor,Fluorescent,Downlight Recessed,1878,40,N/A,46,2700,80,10000,1,Non-Dimmable,09/10/2012,10/25/2012,United States and Canada
2189020,Metalux,WS432R,Residential,Indoor,Fluorescent,Ceiling Mount,7095,128,73.7,N/A,4000,83,10000,4,Non-Dimmable,08/26/2013,08/26/2013,United States and Canada
2244499,ED ETLIN-DANIELS,RTFR56-1213D,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,901,12.5,N/A,70,3000,91,36000,N/A,Continuous Dimming,08/30/2013,07/22/2015,United States
2189019,Metalux,WS232R,Residential,Indoor,Fluorescent,Ceiling Mount,3604,64,66.6,N/A,4000,83,10000,2,Non-Dimmable,08/23/2013,08/23/2013,United States and Canada
2252830,ETI,542631XX,Residential,Indoor,LED,N/A,800,10,N/A,88.4,2700,82,50000,N/A,Non-Dimmable,02/02/2015,03/17/2015,United States and Canada
2229502,Metalux,FMLED8WH840PR,Residential,Indoor,LED,Inseparable SSL - Other,600,8.4,N/A,74.7,4000,89,35000,1,Non-Dimmable,12/16/2014,12/16/2014,United States and Canada
2239655,ETI,542641XX,Residential,Indoor,LED,N/A,4000,55,N/A,85.4,4000,82,50000,N/A,Non-Dimmable,04/21/2015,04/21/2015,United States and Canada
2239656,ETI,542641XX,Residential,Indoor,LED,N/A,4000,55,N/A,85.4,3500,83,50000,N/A,Non-Dimmable,04/21/2015,04/21/2015,United States and Canada
2239686,ETI,542641XX,Residential,Indoor,LED,N/A,4000,55,N/A,85.4,3000,83,50000,N/A,Non-Dimmable,04/21/2015,04/21/2015,United States and Canada
2239730,ETI,542641XX,Residential,Indoor,LED,N/A,4000,55,N/A,85.4,2700,83,50000,N/A,Non-Dimmable,04/21/2015,04/21/2015,United States and Canada
2240067,Metalux,FMLED8WH830PR,Residential,Indoor,LED,Inseparable SSL - Other,564,7.8,N/A,72.3,3000,89,35000,1,Non-Dimmable,12/16/2014,05/18/2015,United States and Canada
2213087,Metalux,FMLED20WH840PR,Residential,Indoor,LED,Inseparable SSL - Other,2399,32.2,N/A,73.9,4000,88,35000,1,Non-Dimmable,06/15/2014,06/16/2014,United States and Canada
2240066,Metalux,FMLED20WH830PR,Residential,Indoor,LED,Inseparable SSL - Other,2300,29.2,N/A,79.8,3000,89,35000,1,Non-Dimmable,06/15/2014,05/18/2015,United States and Canada
2237789,ETI,542832XX,Residential,Indoor,LED,N/A,3200,40,N/A,84.5,2700,86,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2237791,ETI,542832XX,Residential,Indoor,LED,N/A,3200,40,N/A,84.5,3000,86,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2237849,ETI,542832XX,Residential,Indoor,LED,N/A,3200,40,N/A,93,3500,89,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2237885,ETI,542832XX,Residential,Indoor,LED,N/A,3200,40,N/A,93,4000,89,50000,N/A,Non-Dimmable,02/02/2015,04/21/2015,United States and Canada
2224351,ETI,542881XX,Residential,Indoor,LED,Inseparable SSL - Other,1474,20,N/A,77.6,2700,85,35000,1,Non-Dimmable,11/05/2014,04/24/2015,United States and Canada
2239453,Eran,VPL-14W-SP-40K-F,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,1068,14,N/A,79,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239442,Eran,VPL-14W-SP-50K-C,Commercial,Outdoor,LED,Inseparable SSL - Other,1113,14,N/A,83,5000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239454,Eran,VPL-14W-SP-50K-F,Commercial,Outdoor,LED,Inseparable SSL - Other,1068,14,N/A,79,5000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239443,Eran,VPL-14W-WP-40K-C,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,1113,14,N/A,83,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239455,Eran,VPL-14W-WP-40K-F,Residential and Commercial,Outdoor,LED,Inseparable SSL - Other,1068,14,N/A,79,4000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239444,Eran,VPL-14W-WP-50K-C,Commercial,Outdoor,LED,Inseparable SSL - Other,1113,14,N/A,83,5000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2239456,Eran,VPL-14W-WP-50K-F,Commercial,Outdoor,LED,Inseparable SSL - Other,1068,14,N/A,79,5000,N/A,50000,N/A,Non-Dimmable,12/10/2014,03/31/2015,United States and Canada
2249848,ESL Vision LLC,ESL-DSK-4-13W-227,Residential,Indoor,LED,Downlight Surface Mount,540,12.5,N/A,45.3,2700,92,40000,N/A,Continuous Dimming,05/01/2014,09/30/2015,United States and Canada
2249849,ESL Vision LLC,ESL-DSK-4-13W-230,Residential,Indoor,LED,Downlight Surface Mount,570,12.5,N/A,45.6,3000,92,40000,N/A,Continuous Dimming,05/01/2014,09/30/2015,United States and Canada
2249850,ESL Vision LLC,ESL-DSK-4-13W-240,Residential,Indoor,LED,Downlight Surface Mount,630,12.5,N/A,50.4,4000,92,40000,N/A,Continuous Dimming,05/01/2014,09/30/2015,United States and Canada
2249845,ESL Vision LLC,ESL-DSK-6-15W-227,Residential and Commercial,Indoor,LED,Downlight Surface Mount,920,15,N/A,62.6,2700,91,36000,N/A,Continuous Dimming,06/18/2015,09/30/2015,United States and Canada
2249846,ESL Vision LLC,ESL-DSK-6-15W-230,Residential and Commercial,Indoor,LED,Downlight Surface Mount,940,15,N/A,62.7,3000,91,36000,N/A,Continuous Dimming,06/18/2015,09/30/2015,United States and Canada
2249847,ESL Vision LLC,ESL-DSK-6-15W-240,Residential and Commercial,Indoor,LED,Downlight Surface Mount,985,15,N/A,63.3,4000,92,36000,N/A,Continuous Dimming,06/18/2015,09/30/2015,United States and Canada
2244497,ED ETLIN-DANIELS,RTFR4-1013D,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,644,12.5,N/A,55,3000,90,36000,N/A,Continuous Dimming,08/30/2013,07/22/2015,United States
2244500,ED ETLIN-DANIELS,RTFR56-1214D,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,901,12.5,N/A,70,4000,91,36000,N/A,Continuous Dimming,08/30/2013,07/22/2015,United States
2244115,Etlin-Daniels,RTFA4-23U2D,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1348,23,N/A,63,2700,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2244120,Etlin-Daniels,RTFA4-23U35D,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1485,23,N/A,75.6,3500,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2244119,Etlin-Daniels,RTFA4-23U3D,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1415,23,N/A,75.6,3000,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2244121,Etlin-Daniels,RTFA4-23U4D,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1500,23,N/A,75.6,4000,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2244122,Etlin-Daniels,RTFA4-23U5D,Commercial,Indoor,LED,Downlight Surface Mount,1578,23,N/A,75.6,5000,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2244116,Etlin-Daniels,RTFA6-23U2D,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1348,23,N/A,62.7,2700,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2244124,Etlin-Daniels,RTFA6-23U35D,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1485,23,N/A,75.1,3500,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2244123,Etlin-Daniels,RTFA6-23U3D,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1415,23,N/A,75.1,3000,82,50000,N/A,Continuous Dimming,06/15/2015,07/15/2015,United States and Canada
2213472,Metalux,FMLED16WH840PR,Residential,Indoor,LED,Inseparable SSL - Other,1975,22.1,N/A,89.4,4000,88,35000,1,Non-Dimmable,06/15/2014,06/16/2014,United States and Canada
2235701,Metalux,FMLED16WH830PR,Residential,Indoor,LED,Inseparable SSL - Other,1708,21.6,N/A,78.9,3000,88,35000,1,Non-Dimmable,04/02/2015,04/02/2015,United States and Canada
2213086,Metalux,FMLED12WH840PR,Residential,Indoor,LED,Inseparable SSL - Other,1000,14.6,N/A,72.4,4000,83,35000,1,Non-Dimmable,06/13/2014,06/13/2014,United States and Canada
2235700,Metalux,FMLED12WH830PR,Residential,Indoor,LED,Inseparable SSL - Other,1000,13.9,N/A,73.2,3000,88,35000,1,Non-Dimmable,04/02/2015,04/02/2015,United States and Canada
2215704,Halo,RL560WH9940,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1012,13,N/A,76.4,4000,92,50000,1,Continuous Dimming- Type Non-IC,07/16/2014,07/16/2014,United States and Canada
2215702,Halo,RL560WH9930,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,846,13,N/A,66.2,3000,93,50000,1,Continuous Dimming- Type Non-IC,07/16/2014,07/16/2014,United States and Canada
2215701,Halo,RL560WH9927,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,881,13,N/A,67.7,2700,92,50000,1,Continuous Dimming- Type Non-IC,07/16/2014,07/16/2014,United States and Canada
2216258,Halo,RL560WH9840,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1196,13,N/A,90.9,4000,82,50000,1,Continuous Dimming- Type Non-IC,07/21/2014,07/21/2014,United States and Canada
2216256,Halo,RL560WH9830,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1034,13,N/A,80.4,3000,82,50000,1,Continuous Dimming- Type Non-IC,07/21/2014,07/21/2014,United States and Canada
2216247,Halo,RL560WH9827,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1020,13,N/A,79.1,2700,81,50000,1,Continuous Dimming- Type Non-IC,07/21/2014,07/21/2014,United States and Canada
2224352,ETI,542891XX,Residential,Indoor,LED,Inseparable SSL - Other,3100,40,N/A,78.5,2700,85,35000,1,Non-Dimmable,11/05/2014,04/30/2015,United States and Canada
2224558,ETI,542901XX,Residential,Indoor,LED,Inseparable SSL - Other,769,10,N/A,79.3,2700,83,35000,1,Non-Dimmable,11/05/2014,04/30/2015,United States and Canada
2224353,ETI,542911XX,Residential,Indoor,LED,Inseparable SSL - Other,1450,20,N/A,80.6,2700,85,35000,1,Non-Dimmable,11/05/2014,04/30/2015,United States and Canada
2256186,ETI,545681XX,N/A,Indoor,LED,Inseparable SSL - Other,1600,18,N/A,97.3,4000,84,50000,N/A,N/A,01/08/2016,01/06/2016,United States and Canada
2226919,Metalux,40SLSHP3840ND-120V,Residential,Indoor,LED,Inseparable SSL - Other,3800,47.4,N/A,88.1,4000,84,35000,1,Non-Dimmable,11/30/2014,12/05/2014,United States and Canada
2198898,ETI,546061XX,Residential,Indoor,LED,Inseparable SSL - Other,820,11.5,N/A,72.2,2700,82,35000,N/A,Non-Dimmable,02/04/2013,12/05/2013,United States and Canada
